"id","target","target_sentiment","companies_sentiment","consumers_sentiment","__split"
"1140491941785808768","Ley Hipotecaria","neutral","neutral","neutral","train"
"1140551970677239808","Sergio Ramos y Pilar Rubio","neutral","neutral","neutral","val"
"1140574319539629952","turismo","neutral","neutral","neutral","train"
"1140632649633095552","zona euro","negative","negative","negative","val"
"1140659245303652352","Italia","negative","negative","negative","test"
"1140716745885396736","Facebook","positive","neutral","neutral","test"
"1140722030423228416","EEUU","positive","positive","positive","test"
"1140896352202887168","Facebook","positive","neutral","neutral","val"
"1141010927820705536","IAG","positive","neutral","neutral","test"
"1141059970265419648","CNMV","neutral","neutral","neutral","test"
"1141389026248798208","coche eléctrico","negative","neutral","neutral","train"
"1141424795059412736","CNMV","neutral","neutral","neutral","train"
"1141590028839202816","China","positive","positive","positive","train"
"1141719550070796160","Gobierno británico","negative","negative","negative","train"
"1141742309425537024","Slack","positive","neutral","neutral","train"
"1141774829126901632","Fnac","positive","neutral","neutral","test"
"1142425121073848448","IRPF","neutral","neutral","neutral","train"
"1142730622705852416","renta mínima","neutral","neutral","positive","train"
"1142744394279325568","EEUU","neutral","neutral","neutral","test"
"1142811484730417152","consumidores","negative","neutral","negative","train"
"1143044632856727552","bolsas europeas","positive","positive","positive","train"
"1143237500061855616","economía española","neutral","neutral","neutral","val"
"1143810968272670848","Estados Unidos y China","positive","positive","positive","train"
"1143872806020636416","estiba","negative","neutral","neutral","train"
"1143906845138083840","Ibex 35","neutral","neutral","neutral","train"
"1143910563019464832","Ibex 35","neutral","neutral","neutral","train"
"1144328482178183168","Almussafes","positive","positive","positive","train"
"1144493870220136448","hipotecas","negative","negative","negative","test"
"1144494643335192448","bolsas europeas","neutral","neutral","neutral","val"
"1144559306567762048","Milan","negative","neutral","neutral","train"
"1144626353062461440","oro","negative","negative","negative","val"
"1144646659772690432","Banco de España","negative","negative","negative","train"
"1144658336354381824","UE y Mercosur","positive","positive","positive","train"
"1144858871397265408","EEUU y China","positive","positive","positive","train"
"1144867630463049600","ventas minoristas","positive","positive","neutral","train"
"1144873832618049536","pensionistas","positive","neutral","positive","test"
"1144891973339373568","liberalismo","negative","negative","negative","test"
"1144899607597596416","España","negative","negative","negative","train"
"1144911561707986816","BMW","positive","neutral","neutral","train"
"1144919248483082240","Huawei","positive","neutral","neutral","train"
"1144955581062663936","vivienda","negative","neutral","negative","train"
"1144977598826594432","metales preciosos","positive","negative","neutral","train"
"1145006517508141056","Tokio","positive","positive","positive","train"
"1145291350063111936","Navarra","positive","positive","positive","train"
"1145707399954804736","España","negative","negative","negative","val"
"1145746876005834752","España","positive","positive","positive","train"
"1145778738178744448","Venezuela","negative","negative","negative","train"
"1145787892230512640","impuestos","neutral","neutral","neutral","train"
"1145820077784276736","Facebook","negative","neutral","neutral","train"
"1145958102040272768","autónomos","negative","neutral","negative","train"
"1146140434672078848","empleo","negative","neutral","negative","train"
"1146414736017415936","vendedores de tractores","neutral","neutral","neutral","test"
"1146454646338269184","vivienda","positive","neutral","neutral","train"
"1146501435846250368","Correos","negative","negative","negative","test"
"1146504950639448064","BCE","neutral","neutral","neutral","val"
"1146662084819804032","sector manufacturas","negative","negative","negative","train"
"1146667854563094400","bolsa europea","neutral","neutral","neutral","val"
"1146680041801179136","BCE","neutral","neutral","neutral","train"
"1146882354633482240","españoles","positive","positive","positive","train"
"1146885743647833984","Zimbabue","neutral","neutral","neutral","test"
"1147008632573321216","Economistas sin Fronteras","neutral","negative","negative","train"
"1147074591455621248","España","positive","positive","positive","train"
"1147077906193100800","Telepizza","positive","neutral","neutral","val"
"1147183288865513216","Ibex 35","neutral","neutral","neutral","train"
"1147183286814466048","bolsas del mundo","neutral","neutral","neutral","train"
"1147195674779369216","Amazon-Deliveroo","negative","neutral","neutral","test"
"1147273841770676224","Bankia","negative","neutral","neutral","test"
"1147836269290041216","España","positive","positive","positive","train"
"1147852440307453952","vivienda","negative","negative","negative","train"
"1147900856706260736","Grecia","neutral","neutral","neutral","test"
"1148130432594194432","Piolin","positive","neutral","neutral","val"
"1148135582482292736","Renfe","neutral","neutral","neutral","val"
"1148276829372977152","luz y gas","positive","positive","positive","train"
"1148287954995093632","España","negative","neutral","negative","train"
"1148555902087245824","español","positive","positive","positive","test"
"1148573714780495616","Ibex","neutral","neutral","neutral","val"
"1148628584669556736","BCE","neutral","neutral","neutral","train"
"1148629413229191168","CNMC","neutral","neutral","neutral","val"
"1148654395111956352","España","negative","negative","negative","val"
"1148674064468402048","Hipotecas","negative","negative","negative","train"
"1148855192185724800","Google","positive","neutral","neutral","test"
"1148879417948684160","Gobierno","negative","neutral","neutral","val"
"1148883430756802432","BCE","positive","positive","positive","test"
"1148952011074936832","Naturgy","negative","neutral","neutral","test"
"1149017135676608384","Fed","neutral","neutral","neutral","train"
"1149210374270607232","Correos","negative","negative","negative","train"
"1149211913018118016","Europa","negative","negative","negative","val"
"1149299219867537408","Real Madrid","positive","neutral","neutral","train"
"1149324897468014336","Ibiza (Baleares) y Adeje (Santa Cruz de Tenerife)","negative","negative","negative","train"
"1149627795921764352","España","neutral","neutral","neutral","train"
"1149780384617574400","Biblias","negative","neutral","neutral","test"
"1149983135813292032","sector del gas","negative","neutral","negative","train"
"1150344553557311360","bolsa brasileña","neutral","neutral","neutral","train"
"1150498198043185152","Telefónica","neutral","neutral","neutral","test"
"1150739707917213568","China","negative","negative","negative","test"
"1151027144384032768","Carlos Crespo","positive","neutral","neutral","val"
"1151051834573959168","Ikea","positive","neutral","positive","train"
"1151099161908875264","Reino Unido","neutral","neutral","neutral","train"
"1151113502507065216","Thermomix","neutral","neutral","neutral","train"
"1151128115986305024","Google","negative","negative","negative","train"
"1151133041399484416","Facebook","positive","neutral","neutral","val"
"1151177172226326400","Ibercaja","positive","neutral","positive","test"
"1151197305422225408","Inditex","positive","neutral","neutral","train"
"1151434450028380032","BBVA","neutral","neutral","neutral","test"
"1151439869236977664","BBVA","neutral","neutral","neutral","train"
"1151769212106526848","Barcelona","negative","negative","negative","train"
"1151768756181446784","organismos europeos","positive","neutral","neutral","train"
"1151835239628623616","Atlético de Madrid","positive","neutral","neutral","val"
"1151893593860247552","Ibex 35","negative","negative","negative","train"
"1151929632331128832","Netflix","neutral","neutral","neutral","val"
"1152162445902909440","gas natural","neutral","neutral","neutral","train"
"1152234433824661632","España","positive","positive","positive","train"
"1152263328778948608","Cellnex","neutral","neutral","neutral","val"
"1152271885385850752","Draghi","neutral","neutral","neutral","train"
"1152289261330358016","Sandetel","negative","negative","negative","train"
"1152312190940131200","Fed","negative","positive","neutral","train"
"1152519780835962752","APG y AXA IM","positive","neutral","positive","train"
"1152653989995057152","British Airways","negative","negative","negative","val"
"1152891465103794048","tasa Google","negative","negative","negative","train"
"1153341517014212608","EE UU y China","neutral","neutral","neutral","test"
"1154047085588754432","El Sevilla","positive","neutral","neutral","val"
"1154039093212221440","Cie Automotive","positive","neutral","neutral","train"
"1154018215368024064","Facebook","negative","neutral","neutral","test"
"1154013365292998912","consumo","positive","positive","positive","test"
"1154004356045389824","Canarias","positive","positive","positive","train"
"1153979033417375488","Naturgy","neutral","neutral","neutral","train"
"1153974663401431040","Ibex35","neutral","neutral","neutral","train"
"1153965250238132224","BBVA","negative","neutral","neutral","train"
"1153960552135352320","Inditex","positive","neutral","neutral","test"
"1153952551781449728","Telefónica (O2) y Vodafone","positive","neutral","neutral","train"
"1153936606790934528","Ibex 35","neutral","neutral","neutral","train"
"1153930822082322432","BBVA","negative","neutral","neutral","val"
"1153927800233037824","Deliveroo","negative","neutral","neutral","train"
"1153924252439076864","Ibex 35","neutral","neutral","neutral","train"
"1153915719005946112","Ibex","neutral","neutral","neutral","train"
"1153726649051025408","Apple","positive","neutral","neutral","test"
"1153667925632593920","Huawei","positive","neutral","neutral","train"
"1153658522703400704","Ajram","positive","neutral","neutral","train"
"1153653524942741504","economía mundial","negative","negative","negative","test"
"1154057585454133248","Ryanair","positive","neutral","neutral","train"
"1154066300412551168","BBVA","negative","neutral","neutral","train"
"1154073759428595712","CNMC","neutral","neutral","neutral","train"
"1154105151797498112","ministerio económico","negative","negative","negative","train"
"1154127864431828736","Amancio","neutral","neutral","neutral","train"
"1154262502236200704","Ibex","negative","negative","negative","train"
"1154281633169793024","AB Biotics","positive","neutral","neutral","train"
"1154297734440083712","Roomba","negative","neutral","neutral","train"
"1154298238922608640","Mutua","positive","neutral","neutral","train"
"1154298453419331584","bolsa española","negative","negative","negative","train"
"1154300250867286016","banca","negative","neutral","neutral","train"
"1154334224364781568","Telefónica","negative","neutral","neutral","train"
"1154335734360182784","MásMóvil","neutral","neutral","neutral","val"
"1154339504469282816","Ibex35","positive","positive","positive","train"
"1154341019321638912","Uber","positive","neutral","neutral","train"
"1154345737473462272","criptomonedas","positive","neutral","positive","train"
"1154353148141678336","pymes españolas","positive","neutral","neutral","train"
"1154358132623257600","Sareb","neutral","neutral","neutral","test"
"1154358598203564032","BCE","neutral","neutral","neutral","train"
"1154383298359156736","España","neutral","neutral","neutral","val"
"1154400535006646272","BBVA-Villarejo","negative","neutral","neutral","val"
"1154439922809540608","petróleo","negative","positive","positive","test"
"1154481447433986048","Ibex","neutral","neutral","neutral","test"
"1154572041254780928","Orange","positive","neutral","neutral","train"
"1154643767946809088","Bankia","negative","neutral","neutral","train"
"1154653464447848448","Ibex35","negative","negative","negative","train"
"1154660381257809920","inteligencia artificial","positive","neutral","neutral","test"
"1154675367367643136","horas extras sin pagar","negative","positive","negative","train"
"1154675222999642112","Bankinter","negative","neutral","neutral","test"
"1154687356345208832","Banco Santander","negative","neutral","neutral","train"
"1154695943972937728","Renfe","positive","neutral","neutral","val"
"1154715520610066432","La Caixa","positive","neutral","neutral","train"
"1154730335650877440","Cepsa","positive","neutral","neutral","train"
"1154766803983319040","CaixaBank","neutral","neutral","negative","train"
"1154772184637812736","red ferroviaria","positive","neutral","neutral","train"
"1154778704796626688","IBEX","neutral","neutral","neutral","val"
"1154784643297755136","España","positive","positive","positive","train"
"1154801435407728640","Francia","negative","negative","negative","val"
"1155055040119234304","Paro","positive","positive","positive","train"
"1155077627096502272","techo de gasto","neutral","neutral","neutral","val"
"1155081652403613696","Puleva","positive","neutral","neutral","test"
"1155090350651990016","empleo","negative","negative","negative","val"
"1155119401789743104","Francia","negative","negative","negative","val"
"1155142046925168640","Giochi Preziosi","positive","neutral","neutral","val"
"1155243968734646272","trabajo","negative","negative","negative","val"
"1155367546159292416","Ibex","negative","negative","negative","test"
"1155379619404664832","Air France e IAG","negative","neutral","neutral","train"
"1155387168166162432","Gobierno","negative","negative","negative","val"
"1155407549295923200","administraciones","negative","negative","negative","val"
"1155424915371298816","Repsol","neutral","neutral","neutral","val"
"1155455412298244096","autónomos y empresarios","positive","positive","positive","test"
"1155587482815279104","Gobierno","neutral","neutral","neutral","train"
"1155625233098952704","Swimmy","neutral","neutral","neutral","test"
"1155712853762039808","Bankia","negative","neutral","neutral","train"
"1155723392760373248","Bankia","neutral","neutral","neutral","train"
"1155727176731430912","AVE","negative","positive","neutral","train"
"1155742285621080064","instituciones benéficas","positive","neutral","neutral","train"
"1155753329634545664","Bankia","neutral","neutral","neutral","train"
"1155759871024910336","Starbucks y Luckin Coffee","positive","neutral","neutral","test"
"1155779753925849088","Renfe","negative","neutral","negative","test"
"1155789422258003968","IBEX35","neutral","neutral","neutral","val"
"1155836374530084864","Ryanair","negative","neutral","neutral","test"
"1155938594646712320","CNMV","neutral","neutral","neutral","train"
"1156100867365511168","Bolsa española","neutral","neutral","neutral","test"
"1156103585907826688","Ibex","negative","negative","negative","test"
"1156100000000000000","Enagás","neutral","neutral","neutral","train"
"1156115719769284608","ACS","positive","neutral","neutral","train"
"1156222919678320640","Jesús Vázquez","negative","neutral","neutral","train"
"1156238024063279104","Ferrovial","positive","neutral","neutral","test"
"1156241805664559104","BBVA","positive","neutral","neutral","test"
"1156246863898656768","BBVA","positive","neutral","neutral","train"
"1156466642613866496","Ibex 35","neutral","neutral","neutral","val"
"1156498541080195072","Renfe","negative","neutral","negative","train"
"1156531693626560512","BBVA","neutral","neutral","neutral","train"
"1156564173645647872","BBVA","neutral","neutral","neutral","test"
"1156568705943375872","Alcoa","positive","neutral","negative","val"
"1156572791703003136","Amadeus","positive","neutral","neutral","test"
"1156584515881570304","AVE","positive","neutral","neutral","val"
"1156639740873125888","WallStreet","negative","negative","negative","train"
"1156640672167784448","PIB","neutral","neutral","neutral","train"
"1156870218972573696","UE","negative","negative","negative","train"
"1156882265588326400","Renfe","positive","neutral","neutral","train"
"1156908111623573504","EEUU","negative","negative","negative","test"
"1156938874578509824","Nadia Calviño","positive","neutral","neutral","train"
"1156966576517763072","Bankia","neutral","neutral","neutral","train"
"1156993652218060800","sector hotelero","neutral","neutral","neutral","train"
"1157008093320032512","España","positive","positive","positive","train"
"1157176631267663872","IAG","negative","negative","negative","train"
"1157189288464998400","TVE","negative","neutral","neutral","train"
"1157211060102938624","promotoras","negative","neutral","neutral","train"
"1157230324440588288","FMI","neutral","neutral","neutral","train"
"1157237101819256832","DCN","neutral","neutral","neutral","train"
"1157238540046090240","bancos centrales","negative","neutral","neutral","train"
"1157239605080596480","economía","negative","negative","negative","val"
"1157259031398027264","empleo","negative","negative","negative","test"
"1157262604164894720","paro","neutral","neutral","neutral","train"
"1157269144364113920","paro","neutral","neutral","neutral","train"
"1157271580088688640","Madrid y Barcelona","negative","negative","negative","train"
"1157271970817499136","EEUU","neutral","neutral","neutral","test"
"1157309273682128896","Fed","negative","neutral","neutral","train"
"1157325185462218752","Madrid y Barcelona","negative","negative","negative","val"
"1157346575636717568","IRPF","neutral","neutral","neutral","train"
"1157362770159046912","comercio mundial","negative","negative","negative","train"
"1157440955651432448","Suiza","neutral","neutral","neutral","train"
"1157516444738998272","INE","positive","neutral","neutral","val"
"1157592054903595008","Gobierno","negative","negative","negative","train"
"1157689843360653312","Valencia","negative","negative","negative","train"
"1157746713676959488","OHL","positive","neutral","neutral","test"
"1157765339301761024","propietarios de pisos","neutral","neutral","neutral","test"
"1158146849188061184","Camera Café","positive","neutral","neutral","train"
"1158173270702792704","Mediaset y Atresmedia","negative","neutral","neutral","val"
"1158260095077294080","Ana Botín","positive","neutral","neutral","val"
"1158311172082458624","Dia","negative","neutral","neutral","train"
"1158338918133174272","Airbus","positive","neutral","neutral","train"
"1158339122190266368","confianza del consumidor","negative","negative","negative","train"
"1158347877514694912","Dia","negative","neutral","neutral","test"
"1158435142060392448","inflación","negative","negative","negative","test"
"1158443754077982720","Uber","neutral","neutral","neutral","test"
"1158452362589196288","Cyes","positive","neutral","neutral","train"
"1158459002352734208","Mel","positive","neutral","neutral","val"
"1158634935638528000","Ibex 35","negative","negative","negative","train"
"1158639226503794688","Ibex35","negative","negative","negative","train"
"1158651808400777216","Creación de empresas","positive","positive","positive","train"
"1158711820900884480","Domino's Pizza","neutral","neutral","neutral","test"
"1158742531800207104","energía eléctrica","positive","neutral","neutral","train"
"1158771357422936064","PIB","neutral","neutral","neutral","val"
"1158913149724254208","Ibex 35","neutral","neutral","neutral","val"
"1159048794757107712","EEUU","negative","negative","negative","train"
"1159132825645400064","Fed","neutral","neutral","neutral","train"
"1159173613787983872","Ortega","positive","positive","positive","test"
"1159404044730998784","ICAC","neutral","neutral","neutral","train"
"1159482237194317824","subcontratación","neutral","neutral","neutral","test"
"1159728546388107264","Elon Musk","positive","neutral","neutral","train"
"1159731038815424512","AVE","positive","neutral","neutral","train"
"1159861979768602624","Commerzbank","neutral","neutral","neutral","train"
"1159865674510082048","Ibex","negative","negative","negative","test"
"1160213627032543232","Santander","negative","neutral","positive","val"
"1160302055480860672","Apple","neutral","neutral","neutral","train"
"1160400451214422016","Santander","negative","neutral","positive","train"
"1160465314661974016","China","negative","negative","negative","test"
"1160465932634009600","China","negative","negative","negative","val"
"1160536341702160384","Tesoro","neutral","neutral","neutral","train"
"1160794303230353408","Iberdrola","positive","neutral","neutral","test"
"1160811627245199104","Ibex","positive","positive","positive","train"
"1160812145996640512","Ibex","neutral","neutral","neutral","train"
"1160847142535258112","Hong Kong","negative","negative","negative","train"
"1160861009017544704","Bexplus","positive","neutral","neutral","train"
"1160872055828623104","MásMóvil","positive","neutral","neutral","train"
"1161008147223519232","Mercosur","neutral","neutral","neutral","train"
"1161276513121165312","gestión activa","positive","neutral","neutral","val"
"1161317936595972096","Ibex 35","neutral","neutral","neutral","test"
"1161607342397542400","España","positive","positive","positive","train"
"1161717883417833472","Netflix","negative","neutral","neutral","train"
"1161804707674971904","Comunidad de Madrid","positive","positive","positive","val"
"1161861324030271488","Microsoft","negative","neutral","neutral","train"
"1161932743825117184","BBVA","neutral","neutral","neutral","test"
"1162267753740292096","Ibex","neutral","neutral","neutral","test"
"1162388692994023424","Ibex 35","neutral","neutral","neutral","train"
"1162399188119883520","Ibex 35","neutral","neutral","neutral","train"
"1162400967167549440","MásMóvil","positive","neutral","neutral","train"
"1162409168768311296","Estados Unidos","positive","positive","positive","train"
"1162548421116465152","IAG","neutral","neutral","neutral","train"
"1162715540089184512","EEUU","negative","negative","negative","train"
"1162762289558237184","PIB","positive","positive","positive","train"
"1162796117974769664","BCE","negative","negative","negative","train"
"1162823920287981568","Ibex 35","neutral","neutral","neutral","train"
"1162997314220384512","azulejo","positive","positive","positive","val"
"1163008884807753728","Gobierno","negative","neutral","neutral","train"
"1163020298406563840","Gran Canaria","negative","negative","negative","test"
"1163125167628926720","Huawei","positive","neutral","neutral","train"
"1163386226357035008","Bolsa","positive","neutral","neutral","train"
"1163398401289051904","Ibex 35","neutral","neutral","neutral","train"
"1163714786955333632","Ibex","neutral","neutral","neutral","val"
"1163720324841652224","China","positive","positive","positive","train"
"1163762606345195520","Gran Canaria","negative","negative","negative","train"
"1163808410275422208","Sareb","neutral","neutral","neutral","test"
"1164035651853004800","Facebook","negative","positive","positive","val"
"1164054852810477568","China y EEUU","neutral","neutral","neutral","train"
"1164107350606848000","Cataluña","neutral","neutral","neutral","train"
"1164168734325563136","Wall Street","positive","positive","neutral","train"
"1164260883759017984","Tribunal de Cuentas","neutral","neutral","neutral","train"
"1164439578067001088","Ibex 35","neutral","neutral","neutral","train"
"1164469870106427136","Netflix","positive","neutral","neutral","train"
"1164582025069826048","Comisión Europea","negative","neutral","neutral","val"
"1164846591544614912","Amancio Ortega","neutral","neutral","neutral","train"
"1164884999541264384","Ibex","negative","negative","negative","train"
"1165081414875909888","Ibex 35","neutral","neutral","neutral","val"
"1165257875066892288","El Corte Inglés","neutral","neutral","neutral","train"
"1165300312757932032","Aliexpress","positive","neutral","neutral","val"
"1165304039107678208","Ibex 35","neutral","neutral","neutral","train"
"1165421031634419712","Iberia","negative","neutral","neutral","val"
"1165851363772895232","Air Europa","positive","neutral","neutral","train"
"1165873956966010880","bolsas de Europa","positive","positive","positive","train"
"1165920293824729088","Magrudis","neutral","neutral","neutral","train"
"1165975687620124672","mercados","negative","negative","negative","train"
"1165996680405299200","Just Eat","positive","neutral","neutral","train"
"1166319700176850688","trabajadores españoles","negative","positive","negative","val"
"1166337567605681920","Niza","neutral","neutral","neutral","train"
"1166380190475403264","pensiones","positive","positive","positive","train"
"1166395041499295488","Parques Reunidos","negative","neutral","neutral","train"
"1166405379783372800","Estado","negative","neutral","neutral","train"
"1167057621049847808","Telefónica","positive","neutral","neutral","val"
"1167062594798182400","Greenward","positive","neutral","neutral","val"
"1167336149137985536","Ibex 35","neutral","neutral","neutral","train"
"1167366981999321088","Ibex 35","positive","positive","positive","val"
"1167410140011778048","Bankia","positive","neutral","neutral","train"
"1167965355320365056","DJI","neutral","neutral","neutral","train"
"1168422350217449472","Ibex35","neutral","neutral","neutral","train"
"1168425701399322624","Ibex 35","neutral","neutral","neutral","train"
"1168470878826500096","Ibex35","positive","positive","positive","train"
"1168546801441525504","masmovil","positive","neutral","neutral","train"
"1168557672817418240","Ibex 35","neutral","neutral","neutral","train"
"1168780768874835968","Los Riberas","positive","neutral","neutral","train"
"1168785180875722752","Ibex","neutral","neutral","neutral","test"
"1168785816145018880","Ibex35","neutral","neutral","neutral","train"
"1168916882633711616","Ibex 35","neutral","neutral","neutral","val"
"1169316670332133120","Fed","neutral","neutral","neutral","val"
"1169852985288998912","Ibex","neutral","neutral","neutral","train"
"1169866024390287104","Bolsas europeas","neutral","neutral","neutral","train"
"1169879696969846784","Ibex","neutral","neutral","neutral","test"
"1169959187096489984","EEUU","neutral","neutral","neutral","test"
"1170659314345885696","empresa","neutral","neutral","neutral","val"
"1170959968784326912","Ibex","neutral","neutral","neutral","train"
"1171040866875478016","banca","negative","neutral","neutral","train"
"1171257013118164736","Manchester City","neutral","neutral","neutral","train"
"1171313863729565696","BBVA","positive","neutral","neutral","test"
"1171317784850108416","Ibex 35","neutral","neutral","neutral","train"
"1171321964146958336","Ibex35","neutral","neutral","neutral","train"
"1171323895196081920","Ibex","neutral","neutral","neutral","test"
"1171356387747622912","India","negative","negative","negative","train"
"1171385910052696064","OCDE","neutral","neutral","neutral","val"
"1171388648094412800","bancos","negative","neutral","neutral","train"
"1171684307141910528","Ibex35","positive","positive","positive","train"
"1172046266785849088","Ibex","neutral","neutral","neutral","train"
"1172121381179445248","Ibex","neutral","neutral","neutral","train"
"1172192472530903040","Sniace","positive","neutral","neutral","train"
"1172198278949146624","españoles","neutral","neutral","neutral","test"
"1172268871543349248","Valdebebas","positive","positive","positive","train"
"1172441592466010112","PIB","neutral","neutral","neutral","val"
"1172459901362286336","jóvenes","neutral","neutral","neutral","train"
"1172634811678302208","Jubilados","negative","neutral","negative","train"
"1173048789499822080","Jubilados","negative","neutral","neutral","train"
"1173317818525335552","Hacienda","positive","negative","neutral","train"
"1173534996520493056","Hacienda","positive","negative","neutral","train"
"1173611691969536000","NFL","positive","neutral","neutral","test"
"1173859083876785920","Ibex","neutral","neutral","neutral","train"
"1173993302468829184","Ibex","positive","positive","positive","test"
"1174221293362827264","Ibex35","neutral","neutral","neutral","train"
"1174236429020479488","Telefónica","positive","neutral","neutral","train"
"1174583917451628288","Ibex35","neutral","neutral","neutral","train"
"1174698073517449216","Airbnb","positive","neutral","neutral","val"
"1174941755914911488","Ibex 35","neutral","neutral","neutral","val"
"1174942533442392064","familia Berlusconi","positive","neutral","neutral","test"
"1174945632567492608","Ibex35","neutral","neutral","neutral","val"
"1174947788246769664","Ibex","neutral","neutral","neutral","val"
"1175023227158093824","Bankinter","positive","neutral","neutral","val"
"1176037609828691968","banca","positive","neutral","neutral","train"
"1176045135911690240","Acerinox","neutral","neutral","neutral","train"
"1176300328544886784","Estados Unidos","positive","positive","positive","train"
"1176759971788349440","Europa","negative","negative","negative","train"
"1176765739174375424","Ibex","neutral","neutral","neutral","val"
"1177455868624769024","Ibex 35","neutral","neutral","neutral","train"
"1177470447803232512","Santander, Telefónica e Iberdrola","neutral","neutral","neutral","test"
"1177470933402976512","Ibex","neutral","neutral","neutral","train"
"1177604899338670080","China y Estados Unidos","neutral","neutral","neutral","train"
"1177626370932986112","IAG","positive","neutral","neutral","val"
"1177847915269767168","Reintel","positive","neutral","neutral","test"
"1177866786248826880","IB","positive","neutral","neutral","train"
"1178395271715315712","BBVA","negative","neutral","neutral","train"
"1178708671309778688","IPC","positive","positive","positive","train"
"1178903349669834752","Telefonica","positive","neutral","neutral","train"
"1178926787574878208","BP","positive","neutral","neutral","train"
"1178930295690673920","Trade Club Alliance","positive","neutral","neutral","train"
"1178940108826927104","Adif","positive","neutral","neutral","train"
"1179033224388858112","The Yatch Week","neutral","neutral","neutral","train"
"1179290629777559552","paro","negative","neutral","negative","train"
"1179412802156584704","Ibex35","neutral","neutral","neutral","train"
"1179797662792589312","programas de reforestación","positive","positive","positive","test"
"1180018394801868800","Ibex","neutral","neutral","neutral","val"
"1180074840830746624","La Casa de las Carcasas","neutral","neutral","neutral","train"
"1180754317940346880","sector del vapeo","negative","negative","negative","train"
"1180973523831021568","Criteria Caixa","positive","neutral","neutral","train"
"1181106331207585536","Ibex35","neutral","neutral","neutral","train"
"1181134574111330304","jubilación parcial","negative","neutral","neutral","val"
"1181290644029005824","IAG","positive","neutral","neutral","val"
"1181524892140916736","Quabit","positive","neutral","neutral","train"
"1181551618950606848","Sony","positive","neutral","neutral","train"
"1181619049870041088","Asisa, Adeslas, Igualatorio y DKV","positive","neutral","neutral","val"
"1182087101485142016","Indra","positive","neutral","negative","train"
"1182238875596607488","Ibex 35","positive","positive","positive","val"
"1182246508093218816","Telemadrid","negative","neutral","neutral","val"
"1182556361588129536","Ibex35","neutral","neutral","neutral","train"
"1182679526020669440","Ibex","positive","positive","positive","test"
"1182694680493993984","Ibex","neutral","neutral","neutral","train"
"1183764528728854528","Tesoro Público","positive","neutral","positive","train"
"1183985863925088512","Ibex catalán","negative","neutral","neutral","val"
"1184031783819599872","Portugal","negative","negative","negative","train"
"1184066519493419008","Ibex","positive","neutral","neutral","test"
"1184065112191070208","pensiones","positive","negative","negative","test"
"1184117733396537088","Ibex35","positive","neutral","neutral","test"
"1184170825030819840","Vivendi","negative","neutral","neutral","train"
"1184302947955564288","Ibex","positive","neutral","neutral","test"
"1184348503742517248","UE y Reino Unido","positive","positive","positive","test"
"1184368733063729152","Ibex35","neutral","neutral","neutral","train"
"1184374099075878912","inversores","neutral","neutral","neutral","train"
"1184381970048016384","Ibex35","neutral","neutral","neutral","train"
"1184733918395801600","Ibex","neutral","neutral","neutral","train"
"1184857552321941504","Ibex","neutral","neutral","neutral","test"
"1185145975964344320","Ibex35","neutral","neutral","neutral","train"
"1185223265368923904","Ibex35","neutral","neutral","neutral","train"
"1185279379930267648","consumo eléctrico","negative","neutral","neutral","train"
"1185565184313704448","Venezuela","neutral","neutral","neutral","train"
"1186389195843133440","Barcelona","positive","neutral","positive","train"
"1186542517904445440","Ibex35","neutral","neutral","neutral","train"
"1186590155886477312","Ibex35","neutral","neutral","neutral","train"
"1186608452942123008","Chile","negative","negative","negative","train"
"1186904768817651712","Ibex35","neutral","neutral","neutral","val"
"1187025888350593024","Europa","negative","negative","negative","val"
"1187036753883992064","Ibex 35","neutral","neutral","neutral","train"
"1187036321044484096","Ibex35","neutral","neutral","neutral","train"
"1187315100732084224","Ibex 35","neutral","neutral","neutral","train"
"1187407843445620736","Ibex 35","neutral","neutral","neutral","train"
"1187613524048130048","Ibex","neutral","neutral","neutral","test"
"1187694848196911104","Sabadell y Bankia","neutral","neutral","neutral","train"
"1187791242127650816","Pepsico","neutral","neutral","neutral","train"
"1188702940430766080","banca privada","positive","neutral","neutral","train"
"1188734810036068352","Ibex35","neutral","neutral","neutral","test"
"1188778230028886016","Ibex35","neutral","neutral","neutral","test"
"1189101286026862336","Ibex","negative","negative","negative","train"
"1189123217845342208","China","positive","positive","positive","test"
"1189150120266387712","Ibex","positive","neutral","negative","train"
"1189244286111539200","ebitda","positive","positive","positive","train"
"1189305569070452736","EEUU","neutral","neutral","neutral","train"
"1189346276783071232","BancoSabadell","positive","neutral","positive","train"
"1189437315522932736","España","positive","positive","positive","train"
"1189437037331517440","Ibex","neutral","neutral","neutral","train"
"1189448101301575680","Dia","negative","neutral","neutral","train"
"1189455074239623168","Ibex","neutral","neutral","neutral","train"
"1189473005103132672","Isabel Pantoja","negative","neutral","neutral","train"
"1189818804290891520","Ibex35","neutral","neutral","neutral","val"
"1189889140332085248","Ibex","positive","positive","positive","test"
"1189931621715238912","Fed","neutral","neutral","neutral","val"
"1189938077831180288","BBVA","negative","neutral","neutral","train"
"1189951480188612608","Ibex 35","neutral","neutral","neutral","train"
"1190187002538471424","Ibex35","neutral","neutral","neutral","train"
"1190680276109873152","deuda","negative","negative","negative","test"
"1190758007728160768","Óscar Martínez","negative","neutral","neutral","train"
"1191478606544998400","paro","negative","negative","negative","test"
